login,activo_roster_A,target_formacion,target_puesto_id,requisito_grupo,certificacion_faltante,grupo_completo,target_completo
aleiva,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aleiva,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aleiva,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
aleiva,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aleiva,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
aleiva,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aleiva,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aleiva,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
aleiva,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
aleiva,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alejacoe,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alejacoe,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alejacoe,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alejacoe,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alejacoe,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejacoe,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejacoe,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejacoe,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alejacoe,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alejjsa,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alejjsa,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejjsa,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejjsa,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejjsa,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alejjsa,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alejmino,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alejmino,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alejmino,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alejmino,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alejmino,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejmino,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alejmino,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejmino,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alejmino,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alejmino,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alejmino,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alejmino,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alejmino,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
aletolea,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
aletolea,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
aletolea,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
aletolea,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aletolea,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aletolea,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
aletolea,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
aletolea,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alevatca,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alevatca,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alevatca,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alevatca,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alevatca,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alevatca,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alevatca,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alevatca,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alevatca,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alevatca,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alevatca,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alevatca,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alevatca,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
algagote,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
algagote,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
algagote,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
algagote,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
algagote,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
algagote,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
algagote,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alinaoat,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alinaoat,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alinaoat,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alinaoat,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alinaoat,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alinaoat,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alinaoat,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alinaoat,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alinaoat,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alinaoat,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alinaoat,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alinaoat,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alinaoat,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alonlopn,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alonlopn,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alonlopn,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alonlopn,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alonlopn,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alonlopn,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alonlopn,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alonlopn,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alonlopn,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alonlopn,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alonlopn,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alonlopn,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alonlopn,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
alvveros,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
alvveros,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
alvveros,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
alvveros,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
alvveros,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alvveros,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
alvveros,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alvveros,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
alvveros,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
alvveros,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
alvveros,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
alvveros,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
alvveros,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
amillped,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
amillped,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
amillped,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
amillped,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
amillped,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
amillped,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
amillped,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
amillped,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anacabri,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anacabri,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anacabri,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anacabri,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anacabri,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anacabri,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anacabri,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anacabri,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anacabri,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anacabri,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anacabri,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anacabri,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anacabri,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anaramii,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anaramii,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anaramii,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anaramii,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anaramii,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anaramii,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anaramii,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anaramii,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anaramii,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anaramii,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anaramii,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anaramii,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anaramii,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anavivej,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anavivej,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anavivej,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anavivej,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anavivej,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anavivej,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anavivej,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anavivej,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anavivej,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anavivej,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anavivej,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anavivej,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anavivej,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anbaronj,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anbaronj,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anbaronj,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anbaronj,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anbaronj,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anbaronj,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anbaronj,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anbaronj,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anbaronj,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anbaronj,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anbaronj,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anbaronj,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anbaronj,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anderodc,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anderodc,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anderodc,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anderodc,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anderodc,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anderodc,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anderodc,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anderodc,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anderodc,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anderodc,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anderodc,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anderodc,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anderodc,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
andregev,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
andregev,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
andregev,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
andregev,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
andregev,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andregev,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
andregev,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andregev,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
andregev,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andregev,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
andregev,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
andregev,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
andregev,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
andrquej,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
andrquej,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
andrquej,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
andrquej,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
andrquej,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrquej,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
andrquej,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrquej,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
andrquej,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrquej,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
andrquej,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
andrquej,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
andrquej,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
andrrrub,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
andrrrub,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
andrrrub,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
andrrrub,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
andrrrub,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrrrub,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
andrrrub,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrrrub,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
andrrrub,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
andrrrub,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
andrrrub,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
andrrrub,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
andrrrub,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
angfreyl,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
angfreyl,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
angfreyl,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
angfreyl,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
angfreyl,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angfreyl,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
angfreyl,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angfreyl,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
angfreyl,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angfreyl,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
angfreyl,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
angfreyl,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
angfreyl,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
angtenal,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
angtenal,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
angtenal,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
angtenal,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
angtenal,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angtenal,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
angtenal,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angtenal,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
angtenal,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
angtenal,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
angtenal,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
angtenal,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
angtenal,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anorodye,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anorodye,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anorodye,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anorodye,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anorodye,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anorodye,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anorodye,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anorodye,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anorodye,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anorodye,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anorodye,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anorodye,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anorodye,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anqsant,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anqsant,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anqsant,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anqsant,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anqsant,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anqsant,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anqsant,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anqsant,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anqsant,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anqsant,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anqsant,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anqsant,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
anqsant,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
anstagno,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
anstagno,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
anstagno,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
anstagno,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
anstagno,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anstagno,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
anstagno,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anstagno,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
anstagno,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
anstagno,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
anstagno,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
anstagno,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
