login,activo_roster_A,target_formacion,target_puesto_id,requisito_grupo,certificacion_faltante,grupo_completo,target_completo
caballcd,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
caballcd,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
caballcd,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
caballcd,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
caballcd,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
caballcd,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
caballcd,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
caballcd,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
caballcd,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
caballcd,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
caballcd,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
caballcd,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
cabranai,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
cabranai,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
cabranai,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
cabranai,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
cabranai,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cabranai,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
cabranai,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cabranai,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
cabranai,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cabranai,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
cabranai,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
cabranai,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
cabranai,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
calderrs,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
calderrs,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
calderrs,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
calderrs,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
calderrs,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calderrs,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
calderrs,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calderrs,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
calderrs,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calderrs,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
calderrs,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
calderrs,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
calderrs,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
calvocad,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
calvocad,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
calvocad,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
calvocad,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
calvocad,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calvocad,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
calvocad,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calvocad,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
calvocad,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
calvocad,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
calvocad,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
calvocad,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
calvocad,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
camaantn,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
camaantn,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
camaantn,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
camaantn,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
camaantn,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camaantn,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
camaantn,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camaantn,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
camaantn,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camaantn,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
camaantn,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
camaantn,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
camaantn,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
camanzai,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
camanzai,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
camanzai,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
camanzai,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
camanzai,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camanzai,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
camanzai,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camanzai,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
camanzai,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
camanzai,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
camanzai,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
camanzai,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
camanzai,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
cameseet,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
cameseet,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
cameseet,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
cameseet,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
cameseet,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cameseet,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
cameseet,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cameseet,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
cameseet,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cameseet,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
cameseet,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
cameseet,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
cameseet,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
candresg,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
candresg,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
candresg,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
candresg,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
candresg,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
candresg,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
candresg,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
candresg,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
canetepi,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
canetepi,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
canetepi,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
canetepi,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
canetepi,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canetepi,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
canetepi,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canetepi,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
canetepi,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canetepi,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
canetepi,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
canetepi,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
canetepi,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
canoemir,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
canoemir,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
canoemir,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
canoemir,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
canoemir,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canoemir,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
canoemir,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canoemir,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
canoemir,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
canoemir,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
canoemir,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
canoemir,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
canoemir,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
cargagog,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
cargagog,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
cargagog,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
cargagog,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
cargagog,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargagog,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
cargagog,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargagog,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
cargagog,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargagog,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
cargagog,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
cargagog,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
cargagog,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
cargarcz,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
cargarcz,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
cargarcz,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
cargarcz,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
cargarcz,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargarcz,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
cargarcz,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargarcz,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
cargarcz,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
cargarcz,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
cargarcz,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
cargarcz,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
cargarcz,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
carginic,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
carginic,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
carginic,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
carginic,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carginic,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carginic,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carginic,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
carginic,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
carizqui,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
carizqui,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
carizqui,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
carizqui,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
carizqui,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carizqui,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
carizqui,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carizqui,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
carizqui,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carizqui,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
carizqui,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
carizqui,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
carizqui,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
carlizql,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
carlizql,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
carlizql,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
carlizql,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
carlizql,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizql,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
carlizql,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizql,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
carlizql,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizql,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
carlizql,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
carlizql,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
carlizql,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
carlizqu,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
carlizqu,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
carlizqu,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
carlizqu,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
carlizqu,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizqu,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
carlizqu,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizqu,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
carlizqu,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carlizqu,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
carlizqu,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
carlizqu,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
carlizqu,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
carwvero,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
carwvero,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
carwvero,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
carwvero,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
carwvero,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carwvero,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
carwvero,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carwvero,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
carwvero,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
carwvero,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
carwvero,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
carwvero,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
carwvero,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
casalejm,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
casalejm,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
casalejm,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
casalejm,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
casalejm,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casalejm,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
casalejm,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casalejm,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
casalejm,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casalejm,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
casalejm,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
casalejm,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
casalejm,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
casanvje,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
casanvje,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
casanvje,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
casanvje,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
casanvje,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casanvje,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
casanvje,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casanvje,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
casanvje,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casanvje,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
casanvje,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
casanvje,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
casanvje,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
casessai,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
casessai,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
casessai,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
casessai,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
casessai,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casessai,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
casessai,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casessai,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
casessai,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casessai,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
casessai,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
casessai,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
casessai,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
casgab,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
casgab,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
casgab,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
casgab,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
casgab,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casgab,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
casgab,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casgab,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
casgab,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
casgab,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
casgab,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
casgab,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
casgab,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
catanoju,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
catanoju,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
catanoju,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
catanoju,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
catanoju,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
catanoju,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
catanoju,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
catanoju,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
catanoju,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
catanoju,1,Ocean CartonMover,dock-ocean-cm,2,EUCF_ ILT_ALL_PIT Safety_High,0,0
catanoju,1,Ocean CartonMover,dock-ocean-cm,3,EUTOM_SLOT Training,0,0
catanoju,1,Stow Cart Runner,stow-cart,1,EUCF_ILT_ALL_Cart Handler Stow,0,0
catanoju,1,Stow Cart Runner,stow-cart,2,EUCF_NTU_ALL_PIT_TUGW,0,0
ccjohann,1,Corral,dock-corral,1,EUCF_ILT_ALL_Corral,0,0
ccjohann,1,Corral,dock-corral,1,EUCF_NTU_IST_ Corral,0,0
ccjohann,1,Dock Repaletizado,dock-wrapping,1,EUCF_ILT_ALL_Wrapping Unwrapping Pallets,0,0
ccjohann,1,Ergopack,dock-ergopack,1,EUCF_ILT_ALL_Ergo_Pack,0,0
ccjohann,1,Fluid,dock-fluid,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ccjohann,1,Fluid,dock-fluid,2,EUTOM_SLOT Training,0,0
ccjohann,1,Ocean,dock-ocean,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
ccjohann,1,Ocean,dock-ocean,2,EUTOM_SLOT Training,0,0
ccjohann,1,Ocean CartonMover,dock-ocean-cm,1,EUCF_ ILT/SDLP_ALL_Dock Safety Training,0,0
